time_seconds,speed_meters_per_second,heading_degrees
0.0,0.0,
2.344000101,6.4246774,
3.344000101,6.6032634,
4.344000101,7.169903,176.99564
5.344000101,8.711147,176.99174
6.344000101,9.089412,176.99303999999998
7.344000101,9.184021,177.006655
8.344000101,9.771433,177.388078
9.344000101,11.129138,177.60149599999997
10.344000101,10.994858,177.81647399999997
11.344000101,11.892842,178.01692999999997
12.344000101,11.637599,178.20701399999996
13.344000101,11.819226,178.21731399999996
14.344000101,11.82944,178.40378599999997
15.344000101,12.009935,178.59093199999995
16.344000101,11.888838,178.99041399999996
17.344000101,12.088995,179.38989599999996
18.344000101,12.380755,179.39755999999994
19.344000101,12.581004,179.39855399999993
20.344000101,12.6294155,179.39887399999992
21.344000101,12.843043,179.19984799999992
22.344000101,12.820906,179.00096799999992
23.344000101,12.762734,179.1994099999999
24.344000101,12.472587,179.39939399999992
25.344000101,12.075651,179.59937799999992
26.344000101,11.781867,179.79934199999994
27.344000101,11.569186,179.99915199999992
28.344000101,11.21444,179.80059199999994
29.344000101,11.026219,179.0037059999999
30.344000101,10.818327,177.01470999999992
31.344000101,10.283728,173.22779199999997
32.344000101,9.584975,167.46964999999994
33.344000101,9.63634,160.68955999999997
34.344000101,9.342582,153.508514
35.344000101,9.939114,146.90829399999998
36.344000101,10.361542,142.10598799999997
37.344000101,10.556949,139.65839999999997
38.344000101,10.501051,139.42093
39.344000101,10.164927,141.781306
40.344000101,10.095942,146.950706
41.344000101,9.422943,153.73447
42.344000101,9.423808,161.339896
43.344000101,9.427534,168.556358
44.344000101,9.0323925,174.374568
45.344000101,8.991402,177.995038
46.344000101,9.250052,179.60044000000002
47.344000101,9.61036,179.200892
48.344000101,10.653333,178.201534
49.344000101,11.134717,177.400192
50.344000101,11.207986,176.79910800000002
51.344000101,11.257637,176.99870800000002
52.344000101,11.404669,178.19826400000002
53.344000101,11.602922,179.398236
54.344000101,11.494347,180.199044
55.344000101,11.721238,180.59961599999997
56.344000101,11.912874,180.40026799999995
57.344000101,12.045642,180.00073199999994
58.344000101,12.011124,179.60074399999996
59.344000101,11.711914,179.20075599999998
60.344000101,11.893116,179.000746
61.344000101,11.647661,179.000512
62.344000101,11.429144,178.80049999999997
63.344000101,11.477872,178.60035399999998
64.344000101,11.48933,178.40020799999996
65.344000101,11.499487,178.399678
66.344000101,11.894049,178.599448
67.344000101,12.1591835,179.1991
68.344000101,12.421186,179.798922
69.344000101,12.99488,180.199318
70.344000101,12.662842,180.399724
71.344000101,12.83387,180.200488
72.344000101,12.77274,179.601786
73.344000101,12.624935,178.604502
74.344000101,12.071109,176.81176
75.344000101,11.465359,173.82652000000002
76.344000101,10.859886,169.45285400000006
77.344000101,10.261888,163.47829200000007
78.344000101,9.807382,156.11294200000003
79.344000101,10.081074,147.34917800000002
80.344000101,9.944146,137.77106600000002
81.344000101,9.33809,127.76073000000001
82.344000101,9.502354,117.73951400000001
83.344000101,9.247519,108.50475480000003
84.344000101,8.9975815,101.4614908
85.344000101,9.178865,96.0250968
86.344000101,9.34202,92.4087648
87.344000101,9.844399,90.6035788
88.344000101,9.723884,89.80116399999997
89.344000101,9.556634,89.20055199999999
90.344000101,9.569775,89.00041599999999
91.344000101,9.734353,89.000416
92.344000101,9.565888,89.20019099999999
