time_seconds,speed_meters_per_second,heading_degrees
0.0,12.054049,205.67265999999998
1.0,12.070245,204.51390999999998
2.0,12.244734,202.62041799999997
3.0,12.241956,199.42535199999995
4.0,12.47003,196.23116799999997
5.0,12.958532,193.42959199999993
6.0,13.426599,191.62292999999994
7.0,13.907707,191.81143599999996
8.0,14.242117,193.79976999999997
9.0,14.605952,196.591064
10.0,14.695859,199.38984
11.0,15.516186,201.989224
12.0,15.9310055,203.39716800000002
13.0,16.144129,203.806608
14.0,16.329615,203.01367399999998
15.0,16.561092,202.014622
16.0,16.799973,201.013654
17.0,16.683561,200.40601600000002
18.0,16.903946,199.807362
19.0,16.569391,199.60812200000004
20.0,17.051228,199.607222
21.0,17.060404,199.608238
22.0,17.43231,199.610078
23.0,17.50817,199.60581
24.0,17.520193,199.402838
25.0,17.303568,198.40716599999996
26.0,17.316517,196.81005999999996
27.0,17.683083,194.21348399999997
28.0,17.769442,191.614276
29.0,18.01245,189.013794
30.0,18.415493,187.00932599999996
31.0,18.93103,185.60614199999998
32.0,19.365328,185.20280399999996
33.0,19.700079,185.00154199999994
34.0,19.729712,185.00027199999994
35.0,19.749464,185.19974999999994
36.0,19.779142,185.39996599999998
37.0,19.771252,185.60016599999997
38.0,19.895256,185.80023799999998
39.0,20.026028,186.00002599999996
40.0,20.07827,186.00020199999994
41.0,19.992943,185.99977599999994
42.0,19.903133,185.99910799999995
43.0,19.803404,185.99856799999995
44.0,19.682835,186.19773799999996
45.0,19.632496,186.39714999999995
46.0,19.36985,186.59657599999997
47.0,19.040964,186.79582799999997
48.0,18.739918,186.99507999999997
49.0,18.48726,186.99516999999997
50.0,18.161966,186.99514799999997
51.0,17.8105,186.99500999999995
52.0,17.421736,186.39668399999996
53.0,17.109516,184.99873599999995
54.0,16.904188,183.00061399999998
55.0,16.686707,180.20354199999997
56.0,16.575232,176.40925199999998
57.0,16.33054,172.217366
58.0,16.310022,168.22693599999997
59.0,15.84155,164.63653599999998
60.0,15.019637,161.84497
61.0,13.946034,160.04831
62.0,13.160416,158.857574
63.0,11.204667,157.88962999999998
64.0,9.728881,157.12155199999998
65.0,7.757726,156.37133599999999
66.0,5.338323,155.67227239999997
67.0,3.2501917,155.41220919999995
68.0,1.971449,155.57624439999995
69.0,0.66079956,155.78900399999995
70.0,0.6601544,156.03262599999994
71.0,0.061828703,156.27624799999995
72.0,0.25189662,156.51986999999994
72.940999985,0.18218519,156.76349199999996
73.0,0.20367439,157.00711399999994
74.0,0.32994676,157.25073599999996
75.0,2.376887,159.87815159999997
76.0,4.05011,165.27438879999994
77.0,5.9910126,172.42767159999997
78.0,7.8562694,180.13507199999998
79.0,9.616308,187.98798799999997
80.0,11.78355,193.40838599999998
81.0,13.384026,195.811636
82.0,14.814701,196.20896599999998
83.0,16.154816,195.802984
84.0,17.385403,195.00275600000003
85.0,18.208712,194.202254
86.0,18.918882,193.40160600000002
87.0,19.519194,192.800862
88.0,20.039171,192.40058800000003
89.0,20.369492,192.400072
90.0,20.439884,192.59983
91.0,20.489946,192.999596
92.0,20.639772,193.399608
93.0,20.876635,193.79962
94.0,20.94972,194.19954
95.0,20.860321,194.399738
96.0,20.770409,194.79942000000003
97.0,20.590471,195.19935200000003
98.0,20.530258,195.599306
99.0,20.430225,195.799578
100.0,20.210539,195.99956600000002
101.0,19.920471,195.80002600000003
102.0,19.660599,195.40027
103.0,19.43186,194.60118200000002
104.0,19.242052,193.40215600000002
105.0,19.13926,192.00244
106.0,19.336302,190.40360400000003
107.0,19.479736,188.604492
108.0,19.575201,186.80448000000004
109.0,19.646418,184.805078
110.0,19.736597,182.60564600000004
111.0,19.92871,180.40518400000002
112.0,20.074228,178.00564000000003
113.0,20.19766,175.40611000000004
114.0,20.28991,172.80586000000002
115.0,20.260065,170.40561000000002
116.0,20.29007,168.005658
117.0,20.42839,165.80457
118.0,20.74873,163.80399400000002
119.0,21.1694,162.00402200000002
120.0,21.587343,160.004162
121.0,21.987032,158.00515800000002
122.0,22.229721,156.00703800000002
123.0,22.47979,154.40600200000003
124.0,22.551765,153.20442000000003
125.0,22.619932,152.40346400000004
126.0,22.779728,152.00127600000002
127.0,23.008228,151.799416
128.0,23.159788,151.59968800000001
129.0,22.990479,151.39995600000003
130.0,22.860348,151.20020400000004
131.0,22.899895,150.80109600000003
132.0,23.009727,150.40472400000004
133.0,23.08985,150.00549200000003
134.0,23.04496,149.40986600000002
135.0,22.924189,148.6151
136.0,22.599932,147.627948
137.0,22.153217,146.237472
138.0,21.741182,144.238236
139.0,21.41206,142.040026
