time_seconds,speed_meters_per_second,heading_degrees
0.0,0.0,
0.050999879,0.0,
4.131999969,15.584962,
5.131999969,15.740012,310.00476
6.131999969,15.574343,310.004265
7.131999969,16.138815,310.00442999999996
8.131999969,17.025965,310.0040175
9.131999969,17.847647,310.00386
10.131999969,18.64832,310.003554
11.131999969,19.374554,310.385216
12.131999969,20.006676,311.1658
13.131999969,19.845854,312.15572399999996
14.131999969,19.104454,313.34633199999996
15.131999969,19.061094,315.1174319999999
16.131999969,19.620571,317.1073799999999
17.131999969,19.962255,319.1074439999999
18.131999969,20.328821,321.48939999999993
19.131999969,20.101233,324.07906599999995
20.131999969,20.145964,326.29643999999996
21.131999969,20.226025,328.30432599999995
22.131999969,20.192284,330.31781199999995
23.131999969,20.038055,332.13974799999994
24.131999969,19.929745,333.55886399999997
25.131999969,19.899313,335.3574699999999
26.131999969,19.899712,337.1688459999999
27.131999969,19.848001,339.16106399999995
28.131999969,19.89731,341.15507799999995
29.131999969,20.034185,343.54664999999994
30.131999969,19.942444,345.554404
31.131999969,19.948805,347.554508
32.131999969,19.861036,349.163054
33.131999969,19.829233,350.76681799999994
34.131999969,19.761566,352.169686
35.131999969,19.76883,353.36868200000004
36.131999969,19.876284,353.60204400000003
37.131999969,19.880867,353.21542200000005
38.131999969,20.05129,352.03222
39.131999969,19.992643,350.246984
40.131999969,19.932417,348.06455600000004
41.131999969,19.941103,346.439812
42.131999969,19.882545,344.4469480000001
43.131999969,19.879873,342.64370600000007
44.131999969,20.107803,340.64729
45.131999969,20.024916,338.64469
46.131999969,19.991982,336.4544020000001
47.131999969,19.94103,334.6465220000001
48.131999969,19.853533,333.0416360000001
49.131999969,19.889061,331.6409880000001
50.131999969,19.262491,330.2466520000001
51.131999969,16.591566,328.4614920000001
52.131999969,14.3411455,327.05434800000006
53.131999969,12.559732,325.27232000000004
54.131999969,12.505093,323.86248800000004
55.131999969,8.702649,322.84239600000006
56.131999969,6.511019,322.40352133333334
57.131999969,5.1383476,321.9882066666667
58.131999969,3.5491621,321.9464453333334
59.131999969,2.4988759,321.91213733333336
60.131999969,2.4901862,321.87615866666675
61.131999969,1.0105679,321.84018000000003
62.131999969,0.5270887,321.79520666666673
