time_seconds,speed_meters_per_second,heading_degrees
0.0,0.0,
3.167000055,1.1415735,235.3923
4.167000055,2.2615943,235.428945
5.167000055,1.2619104,235.46559000000002
5.963999986,3.0823689,235.71557375000003
6.167000055,3.1011493,236.05089300000003
7.167000055,2.9817572,237.30479900000006
8.167000055,3.58155,238.831071
9.167000055,4.092065,240.342685
10.167000055,3.653991,241.06040999999996
11.167000055,3.8103328,241.57805599999992
12.167000055,3.6449962,241.24176999999992
13.167000055,3.7174246,240.41908999999987
14.167000055,3.4487555,238.73026628571415
15.167000055,3.160729,236.39491285714274
16.167000055,2.183174,232.81921971428565
17.167000055,1.3967725,227.98843685714283
18.167000055,2.495382,222.1019342857143
19.167000055,0.8823022,215.82648571428572
20.167000055,1.8406259,209.55103714285715
21.167000055,0.73928183,200.6397802857143
22.167000055,4.0458255,187.67096114285715
23.167000055,4.6732416,175.57112571428573
24.167000055,5.121017,164.72638
25.167000055,5.8392153,155.11289399999998
26.167000055,6.8342705,149.40002599999997
27.167000055,7.7530184,148.99980999999997
28.167000055,8.063499,148.98569999999998
29.167000055,8.512207,148.59673399999997
30.167000055,8.478203,148.231598
31.167000055,9.150238,147.64508999999998
32.167000055,8.233434,147.44998199999998
33.167000055,7.886355,147.25487399999997
34.167000055,8.324347,147.96541999999997
35.167000055,5.7995777,148.68845319999997
36.167000055,5.293298,149.63562559999997
37.167000055,0.82838356,150.2038852
38.167000055,0.97884613,150.784632
39.167000055,1.3287421,150.83458079999997
40.167000055,2.021504,150.28970859999998
41.167000055,3.0005183,149.5322362
42.167000055,2.0448232,148.76227659999998
43.167000055,5.1979833,147.97999179999996
44.167000055,4.9505277,147.39024099999997
45.167000055,5.5749807,147.19050399999998
46.167000055,6.255101,147.39
47.167000055,7.097831,147.390376
48.167000055,7.8581667,147.588266
49.167000055,8.429054,147.593622
50.167000055,8.2926855,147.791298
51.167000055,8.677275,147.20117399999998
52.167000055,8.151276,146.73612942857142
53.167000055,6.771462,146.07340885714285
54.167000055,8.196947,145.51915771428574
55.167000055,1.5515841,145.07337600000002
56.167000055,1.0509226,145.32474371428574
57.167000055,1.7193245,145.75862142857144
58.167000055,2.3642843,146.30096857142857
59.167000055,2.3407114,146.84251571428572
60.167000055,2.7063582,147.27559342857143
60.534000158,3.1161978,146.8572177142857
61.167000055,3.1229095,146.33037257142854
62.167000055,3.6718957,145.67201399999996
63.167000055,4.243701,144.90598599999998
64.167000055,4.701726,143.57683199999997
65.167000055,4.864814,142.990662
65.485000133,4.5729885,143.106598
66.167000055,4.585402,144.00048599999997
67.167000055,5.371419,145.17828399999996
68.167000055,5.2812324,147.32075399999997
69.167000055,4.827338,150.03354599999994
70.167000055,4.5817227,152.04598199999995
70.513999939,4.2744756,153.30175999999997
71.167000055,4.2806606,154.1700164285714
72.167000055,4.0275044,154.63672685714283
73.167000055,3.988929,154.9564177142857
74.167000055,1.0596173,155.69766099999998
75.167000055,1.5018983,156.86395671428568
75.506999969,1.3040879,158.5571664285714
76.167000055,1.4274023,160.67367857142852
77.167000055,0.7387386,162.79019071428564
78.167000055,0.1949658,164.9067028571428
79.167000055,0.33205122,167.02321499999994
80.167000055,0.38752213,169.13972714285708
80.296000004,0.294293,171.25623928571423
81.167000055,0.29640755,173.37275142857138
82.167000055,0.5486195,175.48926357142852
83.167000055,0.6962416,177.6057757142857
84.167000055,0.6998215,180.25698142857138
85.167000055,3.2388208,189.46656271428566
86.167000055,3.1244385,199.73683757142848
87.167000055,5.6818633,211.19061599999992
88.167000055,6.2759676,222.3142899999999
89.167000055,6.702932,232.5910019999999
90.167000055,9.063984,236.2571579999999
91.167000055,10.052246,238.2661579999999
92.167000055,10.939237,238.86610999999988
93.167000055,11.327857,239.1756559999999
94.167000055,11.907298,239.57194799999988
95.167000055,12.446831,239.6014099999999
96.167000055,12.6091385,239.99559999999988
97.167000055,12.301077,240.19203199999987
98.167000055,13.180491,240.7836479999999
99.167000055,12.657969,241.3721539999999
100.167000055,11.528168,241.9675799999999
101.167000055,12.910793,242.37385799999993
102.167000055,12.871053,242.98606799999993
103.167000055,12.716335,243.56501999999992
104.167000055,13.095867,243.9493019999999
105.167000055,13.139715,244.5468679999999
106.167000055,13.411647,245.1475179999999
107.167000055,13.001487,245.72297599999993
108.167000055,12.869184,246.33307199999996
109.167000055,12.695399,247.347864
110.167000055,13.0748,248.14897200000001
111.167000055,13.029124,249.13084399999997
112.167000055,13.310429,249.93612
113.167000055,13.808017,250.56166799999997
114.167000055,13.19417,250.7628919999999
115.167000055,13.65389,251.15456999999992
116.167000055,13.543453,251.75527799999992
117.167000055,13.181135,252.36772999999994
118.167000055,13.76832,253.15616999999997
119.167000055,13.532403,253.964632
120.167000055,13.56744,254.770358
121.167000055,14.077351,255.37867999999997
122.167000055,13.819902,255.971114
123.167000055,13.866464,256.18060799999995
124.167000055,14.012166,256.37339399999996
125.167000055,14.426973,256.0186479999999
126.167000055,14.256768,255.62203599999992
127.167000055,14.846078,255.22542399999992
128.167000055,14.891886,255.0216739999999
129.167000055,14.766324,254.83443399999987
130.167000055,14.570965,255.01552199999986
131.167000055,14.355294,255.04058199999986
132.167000055,14.669029,255.05293399999988
133.167000055,14.557949,255.0597479999999
134.167000055,14.285406,255.0594519999999
135.167000055,14.31247,254.99275599999993
136.167000055,14.317608,254.80984399999994
137.167000055,13.970659,254.7558559999999
138.167000055,15.546151,254.3980559999999
139.167000055,13.264517,253.9770039999999
140.167000055,13.188427,253.60302599999991
141.167000055,12.917809,253.5540039999999
142.167000055,12.657474,253.58590999999993
143.167000055,12.479198,253.9431599999999
144.167000055,12.757226,254.3705759999999
145.167000055,12.109961,254.7996239999999
146.167000055,11.003012,255.01993199999993
147.167000055,10.497563,255.04309599999993
148.167000055,9.972491,255.06557999999995
149.167000055,8.551949,255.42708
150.167000055,6.524345,255.83279799999997
151.167000055,6.0692754,256.58636949999993
152.167000055,4.7257056,257.33994099999995
153.167000055,6.035548,257.90498399999996
154.167000055,1.570531,257.9633345
155.167000055,0.48472303,257.8081585
156.167000055,0.15425512,257.1374525
