time_seconds,speed_meters_per_second,heading_degrees
0.0,2.5998897552490234,92.2928833484732
0.999996424,3.360760450363159,88.90302118980814
1.999991417,3.494197130203247,85.83227025029849
2.999987602,3.494197130203247,81.33668345180679
3.999983787,4.365290641784668,78.29665231261765
4.99998045,5.964447975158691,76.2036637848723
5.999976635,6.633495330810547,76.07570155680995
6.99997282,6.633495330810547,76.87922550133776
7.999969959,6.194952011108398,76.08978404084068
8.999965906,6.194952011108398,73.27634169529105
9.999962807,6.367916107177734,68.09436801351833
10.999958038,6.095900535583496,62.228317418441904
11.999953985,6.095900535583496,55.20272131740751
12.999951363,5.644735336303711,49.56207857626309
13.999946594,5.546422004699707,44.622768237986904
14.999943256,4.622616767883301,41.85181005173907
15.99993968,3.998591899871826,39.76492877879495
16.999935388,4.07851505279541,38.94294048352925
17.999932051,3.998591899871826,38.32896423339845
18.999928474,2.4641025066375732,38.32896423339845
19.999925136,2.1368677616119385,38.32896423339845
20.999921083,1.5243669748306274,38.32896423339845
21.99991703,1.5243669748306274,38.32896423339845
22.999912977,0.7373949289321899,38.32896423339845
23.999909401,0.05878383666276932,38.32896423339845
24.999905586,0.04097665101289749,38.32896423339845
25.999902248,0.7842234969139099,38.32896423339845
26.999898672,0.7842234969139099,38.32896423339845
27.999894857,0.7842234969139099,38.32896423339845
28.999891519,1.8098005056381226,38.32896423339845
29.99988699,3.233978271484375,56.5566619873047
30.999883413,3.885988235473633,74.97764282226564
31.99987936,7.456930637359619,93.39862365722658
32.999875545,7.456930637359619,111.8196044921875
33.999872208,12.253944396972656,130.24058532714844
34.999869347,12.253944396972656,130.08928527832032
35.999864578,12.862746238708496,129.6105743408203
36.999861002,13.688304901123047,129.13186340332032
37.999857426,12.862746238708496,128.6531524658203
38.999853611,11.344779968261719,128.1744415283203
39.999850035,8.181796073913574,128.04031372070312
40.999845505,4.60077428817749,128.04031372070312
41.999842167,4.60077428817749,128.04031372070312
42.999838591,4.60077428817749,128.04031372070312
43.999834061,4.9195451736450195,127.6123279389881
44.999831676,4.9195451736450195,126.75635637555804
45.999827146,2.7721447944641113,125.47239903041296
46.99982357,2.7721447944641113,123.76045590355284
47.999819755,2.6561954021453857,121.6205269949777
48.999816418,2.6452903747558594,119.48059808640255
49.999812365,2.4062275886535645,117.34066917782741
50.999809265,1.4638453722000122,115.20074026925226
51.999804974,1.4638453722000122,113.06081136067709
52.999801636,1.20099937915802,110.92088245210195
53.999796867,1.0233885049819946,108.7809535435268
54.999794722,0.8330384492874146,106.64102463495166
55.999789715,0.25447529554367065,104.5010957263765
56.999786854,0.8350816965103149,102.36116681780135
57.999783277,0.8350816965103149,100.2212379092262
58.999778986,1.3991163969039917,98.08130900065106
59.999774456,1.3991163969039917,95.94138009207592
60.99977088,0.18119359016418457,93.80145118350077
61.999767065,0.08339172601699829,91.66152227492563
62.999763489,0.18119359016418457,89.5215933663505
63.999760628,0.30185770988464355,87.38166445777536
64.999756336,0.1869267225265503,85.24173554920021
65.999751568,0.0,83.10180664062507
66.999748707,0.0,80.96187773204993
67.999744654,0.0,78.82194882347478
68.999741554,0.0,76.68201991489964
69.999737739,0.0,74.5420910063245
70.999734402,0.0,72.40216209774935
71.999730587,0.0,70.2622331891742
72.999726772,0.0,68.12230428059904
73.999723196,0.0,65.9823753720239
74.999718904,0.0,63.84244646344875
75.999715805,0.0,61.70251755487361
76.999711037,0.0,59.562588646298465
77.99970746,0.0,57.42265973772332
78.999703884,0.0,55.28273082914817
79.999700546,0.0,53.14280192057303
80.999696731,0.0,51.002873011997885
81.999691963,0.0,48.86294410342273
82.999688864,0.0,46.72301519484758
83.999685287,0.0,44.583086286272426
84.99968195,0.0,42.44315737769727
85.999678135,0.0,40.30322846912212
86.999673843,0.0,38.163299560546974
87.999670982,0.0,36.02337065197183
88.999666214,0.0,33.88344174339669
90.000286579,0.0,31.74351283482154
91.000282764,0.0,29.603583926246394
92.000292301,0.0,27.463655017671243
93.000298977,0.0,25.323726109096096
94.000319958,0.0,23.18379720052095
95.000338554,0.0,21.043868291945802
96.000356674,0.0,18.903939383370652
97.000371933,0.0,16.764010474795505
98.000398159,0.0,14.624081566220354
99.000417232,0.0,12.484152657645206
100.000439644,0.0,10.344223749070059
101.00045824,0.0,8.20429484049491
102.000478744,0.0,6.064365931919761
103.000495195,0.0,3.924437023344615
104.000511169,0.0,1.7845081147694686
105.000524044,0.0,359.6445792061943
106.000543594,0.0,357.50465029761915
107.000558615,0.0,355.364721389044
108.000579357,0.0,353.22479248046886
109.000594854,0.0,351.0848635718937
110.000610351,0.0,348.9449346633186
111.000623226,0.0,346.80500575474343
112.000636816,0.0,344.6650768461683
113.00064826,0.0,342.52514793759315
114.000658512,0.0,340.385219029018
